"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11005","Country Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 10:54:58 PST 2025","failed","Tue Sep 30 10:55:09 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11163","Email Input Field Should Not Accept Invalid Format","Chromium Browser","Tue Sep 30 10:54:44 PST 2025","failed","Tue Sep 30 10:54:56 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","11082","Last Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 10:55:09 PST 2025","failed","Tue Sep 30 10:55:20 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","11447","Last Name Input Field Should Not Accept All Numbers","Chromium Browser","Tue Sep 30 10:54:32 PST 2025","failed","Tue Sep 30 10:54:44 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","11447","First Name Input Field Should Not Accept All Numbers","Chromium Browser","Tue Sep 30 10:54:32 PST 2025","failed","Tue Sep 30 10:54:44 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","11195","Last Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 10:54:56 PST 2025","failed","Tue Sep 30 10:55:07 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11447","Phone Number Input Field Should Not Accept All Letters","Chromium Browser","Tue Sep 30 10:54:32 PST 2025","failed","Tue Sep 30 10:54:44 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","1182","First Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 10:55:09 PST 2025","passed","Tue Sep 30 10:55:10 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","10996","Phone Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 10:55:10 PST 2025","failed","Tue Sep 30 10:55:21 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","1270","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Chromium Browser","Tue Sep 30 10:54:56 PST 2025","passed","Tue Sep 30 10:54:57 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1378","Email Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 10:55:21 PST 2025","passed","Tue Sep 30 10:55:22 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","11151","Terms and Conditions Checkbox Should Be Checked To Submit The Form","Chromium Browser","Tue Sep 30 10:54:44 PST 2025","failed","Tue Sep 30 10:54:56 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","10965","Country Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 10:55:10 PST 2025","failed","Tue Sep 30 10:55:21 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","10938","Phone Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 10:54:58 PST 2025","failed","Tue Sep 30 10:55:08 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1227","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Chromium Browser","Tue Sep 30 10:55:09 PST 2025","passed","Tue Sep 30 10:55:10 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","1288","First Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 10:54:56 PST 2025","passed","Tue Sep 30 10:54:57 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1137","Email Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 10:55:08 PST 2025","passed","Tue Sep 30 10:55:09 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11160","Phone Number Input Field Should Not Accept Number and Letters","Chromium Browser","Tue Sep 30 10:54:44 PST 2025","failed","Tue Sep 30 10:54:56 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
