"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1176","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Chromium Browser","Tue Sep 30 09:08:04 PST 2025","passed","Tue Sep 30 09:08:06 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6003","Country Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:08:06 PST 2025","failed","Tue Sep 30 09:08:12 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","1464","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Chromium Browser","Tue Sep 30 09:07:56 PST 2025","passed","Tue Sep 30 09:07:58 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1455","First Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:07:56 PST 2025","passed","Tue Sep 30 09:07:58 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1143","Email Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:08:11 PST 2025","passed","Tue Sep 30 09:08:12 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6003","Country Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:07:58 PST 2025","failed","Tue Sep 30 09:08:04 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","6394","Last Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:07:56 PST 2025","failed","Tue Sep 30 09:08:03 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","6007","Phone Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:08:06 PST 2025","failed","Tue Sep 30 09:08:12 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6078","Last Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:08:04 PST 2025","failed","Tue Sep 30 09:08:11 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6014","Phone Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:07:58 PST 2025","failed","Tue Sep 30 09:08:04 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1106","Email Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:08:03 PST 2025","passed","Tue Sep 30 09:08:04 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1175","First Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:08:04 PST 2025","passed","Tue Sep 30 09:08:06 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
