"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6449","Last Name Input Field Should Not Accept All Numbers","Chromium Browser","Tue Sep 30 09:37:49 PST 2025","failed","Tue Sep 30 09:37:56 PST 2025","Submit Form And Validate Result Section - With First Name","ui/inputFieldsValidations.spec.ts","",""
"","5991","Last Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:37:59 PST 2025","failed","Tue Sep 30 09:38:05 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","6142","Phone Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:38:10 PST 2025","failed","Tue Sep 30 09:38:16 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6141","Phone Number Input Field Should Not Accept Number and Letters","Chromium Browser","Tue Sep 30 09:37:57 PST 2025","failed","Tue Sep 30 09:38:03 PST 2025","Submit Form And Validate Result Section - With First Name","ui/inputFieldsValidations.spec.ts","",""
"","6143","Country Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:38:10 PST 2025","failed","Tue Sep 30 09:38:16 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","1219","Email Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:38:15 PST 2025","passed","Tue Sep 30 09:38:16 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6455","Phone Number Input Field Should Not Accept All Letters","Chromium Browser","Tue Sep 30 09:37:49 PST 2025","failed","Tue Sep 30 09:37:56 PST 2025","Submit Form And Validate Result Section - With First Name","ui/inputFieldsValidations.spec.ts","",""
"","6137","Email Input Field Should Not Accept Invalid Format","Chromium Browser","Tue Sep 30 09:37:57 PST 2025","failed","Tue Sep 30 09:38:03 PST 2025","Submit Form And Validate Result Section - With First Name","ui/inputFieldsValidations.spec.ts","",""
"","6084","Country Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:38:03 PST 2025","failed","Tue Sep 30 09:38:09 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","6449","First Name Input Field Should Not Accept All Numbers","Chromium Browser","Tue Sep 30 09:37:49 PST 2025","failed","Tue Sep 30 09:37:56 PST 2025","Submit Form And Validate Result Section - With First Name","ui/inputFieldsValidations.spec.ts","",""
"","1071","Email Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:38:05 PST 2025","passed","Tue Sep 30 09:38:06 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","970","First Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:37:58 PST 2025","passed","Tue Sep 30 09:37:59 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","990","First Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:38:07 PST 2025","passed","Tue Sep 30 09:38:08 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6095","Phone Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:38:03 PST 2025","failed","Tue Sep 30 09:38:09 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1034","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Chromium Browser","Tue Sep 30 09:38:06 PST 2025","passed","Tue Sep 30 09:38:07 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6057","Last Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:38:08 PST 2025","failed","Tue Sep 30 09:38:14 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","1172","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Chromium Browser","Tue Sep 30 09:37:57 PST 2025","passed","Tue Sep 30 09:37:58 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
