"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1206","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Chromium Browser","Tue Sep 30 09:40:07 PST 2025","passed","Tue Sep 30 09:40:08 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","6094","Phone Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:40:20 PST 2025","failed","Tue Sep 30 09:40:26 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6396","First Name Input Field Should Not Accept All Numbers","Chromium Browser","Tue Sep 30 09:40:00 PST 2025","failed","Tue Sep 30 09:40:06 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","6133","Phone Number Input Field Should Not Accept Number and Letters","Chromium Browser","Tue Sep 30 09:40:07 PST 2025","failed","Tue Sep 30 09:40:13 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","1085","Email Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:40:16 PST 2025","passed","Tue Sep 30 09:40:17 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","6397","Phone Number Input Field Should Not Accept All Letters","Chromium Browser","Tue Sep 30 09:40:00 PST 2025","failed","Tue Sep 30 09:40:06 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","6112","Country Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:40:14 PST 2025","failed","Tue Sep 30 09:40:20 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1104","Email Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:40:25 PST 2025","passed","Tue Sep 30 09:40:26 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6022","Last Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:40:19 PST 2025","failed","Tue Sep 30 09:40:25 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6094","Country Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:40:20 PST 2025","failed","Tue Sep 30 09:40:26 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6110","Phone Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:40:14 PST 2025","failed","Tue Sep 30 09:40:20 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","5983","Last Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:40:09 PST 2025","failed","Tue Sep 30 09:40:15 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","971","First Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:40:18 PST 2025","passed","Tue Sep 30 09:40:19 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","1054","First Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 09:40:08 PST 2025","passed","Tue Sep 30 09:40:09 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1004","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Chromium Browser","Tue Sep 30 09:40:17 PST 2025","passed","Tue Sep 30 09:40:18 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","6400","Last Name Input Field Should Not Accept All Numbers","Chromium Browser","Tue Sep 30 09:40:00 PST 2025","failed","Tue Sep 30 09:40:06 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","6131","Email Input Field Should Not Accept Invalid Format","Chromium Browser","Tue Sep 30 09:40:07 PST 2025","failed","Tue Sep 30 09:40:13 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
